"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $3138.11695679038/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x17eddd4526df265b12da93b5369d8589e0bceedae0cded35ec4e906cf5916b73","14571620","1649778182","2022-04-12 15:43:02","0x92462fd16ae9533039dceb95d7b6fa309c491617","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","2","0","6276.23391358076","0.001702204264742544","5.34171606710948","3028.77","","","Transfer"
"0x5604a179c14e2c1b5bfcd5741d02f4ffd12ace9c31c45ad7fc082fc1ccd635fe","14585988","1649972068","2022-04-14 21:34:28","0x44195128817df2ccff7d10865593576077701c93","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.3","0","941.435087037114","0.00130934940257579","4.10889156258644","3021.76","","","Transfer"
"0x531c82c29de430e54e60f2bec7d5e6ce4108244189859623b6c3870153966ecd","14612504","1650329750","2022-04-19 00:55:50","0x0b7a434782792b539623fd72a428838ea4173b22","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.04869","0","152.794914626124","0.000580765324006784","1.82250951118155","3102.52","","","Transfer"
"0x9217ad0f9521dccfc102ff74f000eb0405e2d37a13556365d48e1f9b02f39eea","14655768","1650916580","2022-04-25 19:56:20","0xc6954c55e5b359470bd869f66a8a87c35287e922","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.004955666464353362","15.5514609639847","3006.45","","","Exec Transaction"
"0xd961828786839389eb28954cd8e9667b480a8d7966a07a685a4822cfddbc733c","14666035","1651056462","2022-04-27 10:47:42","0x0b7a434782792b539623fd72a428838ea4173b22","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.03373","0","105.84868495254","0.000874528","2.74437114598798","2889.72","","","Transfer"
"0xfa45278444017008356fecb5111c12b193119aa4473e73b777801dbbb14bc727","14837700","1653423160","2022-05-24 20:12:40","0x0b7a434782792b539623fd72a428838ea4173b22","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.03069","0","96.3088094038968","0.00080154238033229","2.51533373530688","1977.85","","","Transfer"
"0x0c1d9cd227deb3ffa45ca5262b9a439f03101350846571d8eb10649394e7cc89","15129819","1657655151","2022-07-12 19:45:51","0xc6954c55e5b359470bd869f66a8a87c35287e922","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002562382","8.04105440397445","1037.37","","","Exec Transaction"
"0x2cfbeaef588dcbee40bc352da5e277b765f6c9dd6f7247e3633120037c48ceb3","15130293","1657661178","2022-07-12 21:26:18","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001643304","5.15688014756146","1037.37","","","Exec Transaction"
"0x77eae8b7cbfb71444e607959a8320371421923b1d51ab26c2e149c2c34460240","15130324","1657661639","2022-07-12 21:33:59","0x924c90226e6cba857d98fa5e24956583afc3e883","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002123033993159296","6.66232897377558","1037.37","","","Exec Transaction"
"0xdb4bf4ac3f7d767c3f72077ebfcd3bec5b544c7a17190906c813ffaed17dfe9d","15130419","1657663094","2022-07-12 21:58:14","0x924c90226e6cba857d98fa5e24956583afc3e883","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001555305921122856","4.88073188407212","1037.37","","","Exec Transaction"
"0x30d1c60e5ab7202ff24b9987bbfd80dc9f9a3bd4e24b2be0755b9456e1bb3af7","15130848","1657668678","2022-07-12 23:31:18","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00070060781622988","2.19858926817086","1037.37","","","Exec Transaction"
"0xdfca96f0dd6fa3eec6c59f09097f8621edb32297a535b782c0269750ef12c35d","15181739","1658350253","2022-07-20 20:50:53","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.0016692192","5.23820507612007","1521.72","","","Exec Transaction"
"0x125c77553ad625c45a88444fdd3cbebe93cb198ef938b930299a03672365864d","15254264","1659325735","2022-08-01 03:48:55","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00043576756321748","1.367489579352","1630.62","","","Exec Transaction"
"0x3bec086038ae9666faea7ec76efcdb8eb2a53b7bdbbe1697ab0d346a561bc7fb","15254317","1659326341","2022-08-01 03:59:01","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.000446530294562352","1.40126428908672","1630.62","","","Exec Transaction"
"0x2fcc74765fc50d882e0987e27f9334decbc517ed76871c827b995eab445ade36","15269219","1659526485","2022-08-03 11:34:45","0x18c2e87d183c5338a9142f97db176f3832b1d6de","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.01602500025","0","50.2883250170951","0.000405764346234048","1.27333597537803","1618.68","","","Transfer"
"0xbbe1dd4b2ff32d7717a694226fe0658317f44c74cdcfd43264bd8c9b38a44e44","15276750","1659627622","2022-08-04 15:40:22","0x0b7a434782792b539623fd72a428838ea4173b22","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.04223","0","132.522679085258","0.000628567","1.97251676117886","1607.96","","","Transfer"
"0xc15be48dc832671ae8a5cff4d1b901eacde0bcf63aff0dae87052317847eaf38","15304387","1659999107","2022-08-08 22:51:47","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.000885192","2.77783602521519","1777.99","","","Exec Transaction"
"0x52bc5586892d7758cc5b3d32f4bb63ccad1f825e2ce5ead990b66d58fb43aa76","15304387","1659999107","2022-08-08 22:51:47","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.000684522021787338","2.14811016386728","1777.99","Error(0)","execution reverted","Exec Transaction"
"0xc23028975e015f1a774d3d45d5b826b78dbb6b16c2ba535403452205b96d6cdb","15512042","1662859510","2022-09-11 01:25:10","0x924c90226e6cba857d98fa5e24956583afc3e883","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.000518198969030208","1.62616897170499","1767.02","","","Exec Transaction"
"0x83e4a65410e9bdaa4232231186cf6c6dcb5967a4ca4d62ab9a88455a43f4ac73","15647381","1664555735","2022-09-30 16:35:35","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.005795134326696579","18.1858092974845","1328.70","","","Exec Transaction"
"0x5bab8aec2ce736115e282b60a0c473e7759b1905678743e42f33b6ebac952a17","16026734","1669134443","2022-11-22 16:27:23","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002079110571007562","6.52449213792096","1137.75","","","Exec Transaction"
"0x40acec6e9e6b2b1f3392047002513c0ed4ca74d5bf5085e9095901c3fffedb8a","16037352","1669262891","2022-11-24 04:08:11","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001698801547939496","5.33103794381068","1202.96","","","Exec Transaction"
"0x2d7158df7f76ac102eb777765b8188a3bbd6738afe4ac700711fa674aa782a09","16286838","1672273715","2022-12-29 00:28:35","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002753376","8.64041591401967","1200.06","","","Exec Transaction"
"0xd6e02da1f25799b81d1ede6a60f1d129c1bc73f14b6cbc37982ec1efd538fd92","16286858","1672273955","2022-12-29 00:32:35","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002077892993079228","6.52067123597784","1200.06","","","Exec Transaction"
"0xabcb443601950f589b5ba86d699767b2251dbe651ea954f0429c51b692f55dcd","16287055","1672276343","2022-12-29 01:12:23","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.006631343073785328","20.8099301461402","1200.06","","","Exec Transaction"
"0x10c492cf797f9898d0265aae8f3cc911cb5e8f55fc2c26515caa19d1967748ef","16490206","1674726659","2023-01-26 09:50:59","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.000762538","2.39293342799702","1601.35","","","Exec Transaction"
"0x6c9e55c25365479ccf35be2e17aa95a2ec015f7af6bc4abdfee2895ce8e9692b","16490215","1674726767","2023-01-26 09:52:47","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00132338030557447","4.15292217720568","1601.35","","","Exec Transaction"
"0x6b6a9bbc6e9b80cebbbf5199bcf5e40efff051360359a48f199740d02095c743","16491958","1674747779","2023-01-26 15:42:59","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002014545502457949","6.32187940148909","1601.35","","","Exec Transaction"
"0xa8ad4072aaab9cd37cf6d3b253bc78f47c5de5754fe5cb297292b6f00e137d81","16581116","1675823771","2023-02-08 02:36:11","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001722542","5.40553825898362","1650.95","","","Exec Transaction"
"0xfda5ecc6d568491e476e6585039c510b1049264e670f9a24e3182dd25b30b49a","16581300","1675825979","2023-02-08 03:12:59","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002461253020905","7.72369983985353","1650.95","","","Exec Transaction"
"0x538f819184b3c46790f578171c2129978b387f6f8c4cc8a87035809242f6e893","16592075","1675956323","2023-02-09 15:25:23","0x924c90226e6cba857d98fa5e24956583afc3e883","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00512912765159893","16.095802457025","1545.78","","","Exec Transaction"
"0xdde598e2af0475e339b87b490a6e33dbb1b9bb5297903eff2544024cb183c25c","16955529","1680367043","2023-04-01 16:37:23","0x0ef8d45401162afdff0e01f062e0ae6d8ca11e8a","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001547844443419262","4.85731689436775","1821.54","","","Exec Transaction"
"0xa24d2cb20b18778a1a66a1f4256fddf0e2dfcc62575a551fe6fc3684085fcd8b","16955719","1680369347","2023-04-01 17:15:47","0x0ef8d45401162afdff0e01f062e0ae6d8ca11e8a","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00265074","8.31833214204253","1821.54","","","Exec Transaction"
"0x967736555e1bbf83699fba58aed2d680d315624fdfcfd8958174e4ecc22dcff1","16962128","1680447275","2023-04-02 14:54:35","0x0161c445a51b6324e72ec676e6152af8cf7901d6","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001855518","5.82283249942977","1795.54","","","Exec Transaction"
"0x36217ebe4af970bf606ffd53b84dae057fe9bbd8c00f9db1d747526e7a9fcb99","16965290","1680485771","2023-04-03 01:36:11","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001019422","3.19906546432516","1811.00","","","Exec Transaction"
"0x690ed6ecda96fd123c1c1a600607e3a3ffd9e0c1d15e40bcc1c4577b7eb1ce0a","16965687","1680490607","2023-04-03 02:56:47","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.075","0","235.358771759278","0.000468823895572574","1.47122421644482","1811.00","","","Transfer"
"0x3819addb52c88c2650582da8689481cf057a0ee74fa1cb523bdc72f3daf5029b","16991701","1680810359","2023-04-06 19:45:59","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.007521903","23.6046113516324","1873.09","Error(1)","execution reverted","Exec Transaction"
"0x2311983dbb98dea061cacbba3b0d4680c028ccf88eab4ab5d9c37b8eee4e7460","16992426","1680819215","2023-04-06 22:13:35","0x0161c445a51b6324e72ec676e6152af8cf7901d6","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.025066425","78.6613733386143","1873.09","","","Exec Transaction"
"0xafc9ab2210c844cfc95a2dcfc7ff9ba1c2fae8bd1257f933026988a4fd85160e","17097326","1682111351","2023-04-21 21:09:11","0x0161c445a51b6324e72ec676e6152af8cf7901d6","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.006609702089438896","20.742018206201","1849.16","","","Exec Transaction"
"0x9e9ff8226cafca927cc30a23f3976085ac03ef6ba8d2deb096dc38e1dce03b25","17099291","1682135123","2023-04-22 03:45:23","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00574906","18.0412226716053","1874.46","","","Exec Transaction"
"0xef194bcb09eae996e73e544251d245ff9d802f5cebce3cc33ea967a6401d997e","17099298","1682135207","2023-04-22 03:46:47","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00592879349906567","18.6052474127265","1874.46","","","Exec Transaction"
"0x647e985f325d5f30ead470de4a06e8cd86741a8d10d0f9d2a156a25feddf3baa","17099305","1682135291","2023-04-22 03:48:11","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00591857","18.5731648769508","1874.46","","","Exec Transaction"
"0xa41b837b0306931bcbf718a5d66b97ddadda16468e6d5eda93f2521cda9595fc","17326608","1684901639","2023-05-24 04:13:59","0x0161c445a51b6324e72ec676e6152af8cf7901d6","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.005489053763217976","17.2252926910884","1799.99","","","Exec Transaction"
"0xacbe0fdcc322279b1cc9c24f14b00ca01d27b301ea94a1f24ffda763691c4ee1","17792189","1690554983","2023-07-28 14:36:23","0xd0c3dcd50757547f4f19df6df364816af203a2a9","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.01","0","31.3811695679038","0.00116207729163548","3.64673445398234","1874.31","","","Transfer"
"0xf1c8a54c4376e89ef8ad70c484101f187395a076a4f26449f8359fc678751359","17843960","1691180435","2023-08-04 20:20:35","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00326990591447171","10.2613471973128","1827.52","","","Exec Transaction"
"0x1a90343afa555af0190dff13fe61d9e652f653d960dd0c7dbe1df07d95c712d1","17859493","1691368235","2023-08-07 00:30:35","0x0161c445a51b6324e72ec676e6152af8cf7901d6","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001018831202921046","3.19721147399368","1827.07","","","Exec Transaction"
"0x7d4bc9c82150bdbacbd25b5ed5bd6c6bf739394e89abe384f5db3d8569db2a77","17880515","1691622467","2023-08-09 23:07:47","0x0161c445a51b6324e72ec676e6152af8cf7901d6","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001153308135506036","3.61921581643579","1854.13","","","Exec Transaction"
"0xdda175a9518bcc1f47b0fa32ae10544b0ea28417c6e5d8dab344f0f3f0ccb055","17898480","1691839691","2023-08-12 11:28:11","0xd06fb7c7ac9c18a21e6cea7f442a297f9481c663","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.05","0","156.905847839519","0.000337594123148758","1.0594098423659","1849.05","","","Transfer"
"0x070cabbd08a226c9539c3720875429a6bf9ef745c7fb80aeafd18ee798dbc955","17900303","1691861675","2023-08-12 17:34:35","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.5","0","1569.05847839519","0.000394738975995","1.23873707407598","1849.05","Error(0)","out of gas","Transfer"
"0x16efc875a0134cea01d2b1d06597201110435c2b1b2b007d11a8172e39af75aa","17900537","1691864531","2023-08-12 18:22:11","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0.5","0","1569.05847839519","0.0003881067510581","1.21792437654025","1849.05","","","Transfer"
"0xd4a2bbb6d48a6a0d58b8aaf03d53531faa3ad6a17615beac5fb28231f649630a","17908040","1691955047","2023-08-13 19:30:47","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00275796539085118","8.65481795927109","1839.10","","","Exec Transaction"
"0x32ddb90d30b72222bc386f006d0350cdf46cd5ff64089be554ca98cbc631a55a","17916032","1692051647","2023-08-14 22:20:47","0x0161c445a51b6324e72ec676e6152af8cf7901d6","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001444498633472439","4.53300565576039","1844.02","","","Exec Transaction"
"0x6389607f2ceec0078854883af41f27eae73c0011ea621c78a24a84c0fd4ed358","17965434","1692649091","2023-08-21 20:18:11","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002333053600795008","7.32139506575567","1667.27","","","Exec Transaction"
"0xbc7269b809e16b74d364715e4faf44edd1577ee25ded1f6a8abae322dd7d25bb","17965636","1692651527","2023-08-21 20:58:47","0x0161c445a51b6324e72ec676e6152af8cf7901d6","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00198102008258992","6.21667271291771","1667.27","","","Exec Transaction"
"0x867afa261a3d53450d5077c946bc47aa36c0d8adaa160c580041e14d69b27494","17973209","1692742967","2023-08-22 22:22:47","0x0161c445a51b6324e72ec676e6152af8cf7901d6","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002078197249393303","6.52162602787625","1634.20","","","Exec Transaction"
"0x13380708821d61871d30270dd126823ffe5f07907730f4b33429128eef008e93","17981240","1692839951","2023-08-24 01:19:11","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002540366403884044","7.97196688848912","1660.49","","","Exec Transaction"
"0xbf2fe080c3a23ee8ae4f4569e0c60d3b83521d3e9918a4f2c48d8d3cd88a4333","17981246","1692840023","2023-08-24 01:20:23","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002605909511329754","8.17764882536523","1660.49","","","Exec Transaction"
"0x38b66ba77ffe604468940bd2954294510d70d28a9f930955c8ab345ce66546c4","17981250","1692840071","2023-08-24 01:21:11","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.002481537821773642","7.78735591742453","1660.49","","","Exec Transaction"
"0xc07214d83e8f91d6e87c693db1205ad5b626002fa5a55a885ab4bc0887e3100d","17981402","1692841895","2023-08-24 01:51:35","0xb1a865fc0b7a1a43265af0ec38ca2993b1db3b97","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.003000769033706256","9.41676418808508","1660.49","","","Exec Transaction"
"0x29237182768ea025b5c9c7d7357ab22c436ca37394fc7895edf27702aaa876ae","18002015","1693091171","2023-08-26 23:06:11","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001791068240175408","5.62058161526315","1646.30","","","Exec Transaction"
"0x8c96ef50e359fce12e2df7f2fe319c8daa1f74a84b214d72bdd72c09aa8658b4","18009714","1693184315","2023-08-28 00:58:35","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00213366741422996","6.69569789274612","1652.23","","","Exec Transaction"
"0xd72880f0a46be553ddee130d80b87b752820054c9f8bb23c0f9b2f2165163a4a","18049333","1693663763","2023-09-02 14:09:23","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00540858","16.9727566101573","1636.88","","","Exec Transaction"
"0x8e94e7412053471bde1a0b3fce135e28dad0df20d33fb73188cfcad199379248","18049365","1693664147","2023-09-02 14:15:47","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001332737562505128","4.18228634384882","1636.88","","","Exec Transaction"
"0xc44c6d9c285b7bf658f3492da1357f2da821f62db60037e759ee964a32a300a1","18056565","1693751339","2023-09-03 14:28:59","0x0161c445a51b6324e72ec676e6152af8cf7901d6","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001106384","3.47196239112157","1635.73","","","Exec Transaction"
"0xb90ea704b8d42ee19e34b1347a3ca3dd505d0c427d8020102e5af929898786ac","18072030","1693938143","2023-09-05 18:22:23","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.001690853222272788","5.30609516825789","1633.84","","","Exec Transaction"
"0x885357df12220a87dc3f623819cd0d150efbfbadbba5b888cef6755974857c3b","18079565","1694029499","2023-09-06 19:44:59","0x65c1d9c16ce8b04f9ceaa3bcd23c5facbd532d29","0x9198142c6e99c63f0e1e1d781e52a4268a3ede17","","0","0","0","0.00140990913699633","4.42445977034187","1632.35","","","Exec Transaction"
